igre,disciplina,mesto,ime,drzava,rezultat 
Atlanta 1996,1500m men,9,Mohamed Ahmed Sulaiman,QAT,3:38.26
Atlanta 1996,1500m men,10,Driss Maazouzi,MAR,3:39.65
Atlanta 1996,1500m men,11,John Mayock,GBR,3:40.18
Atlanta 1996,1500m men,12,Hicham El Guerrouj,MAR,3:40.75
Atlanta 1996,200m men,1,Michael Johnson,USA,19.32
Atlanta 1996,200m men,2,Frank Fredericks,NAM,19.68
Atlanta 1996,200m men,3,Ato Boldon,TTO,19.80
Atlanta 1996,200m men,4,Obadele Thompson,BAR,20.14
Atlanta 1996,200m men,5,Jeff Williams,USA,20.17
Atlanta 1996,200m men,6,Ivan Garcia,CUB,20.21
Atlanta 1996,200m men,7,Patrick Stevens,BEL,20.27
Atlanta 1996,200m men,8,Michael Marsh,USA,20.48
Atlanta 1996,20km walk men,1,Jefferson Perez,ECU,1:20:07
Atlanta 1996,20km walk men,2,Ilya Markov,RUS,1:20:16
Atlanta 1996,20km walk men,3,Bernardo Segura,MEX,1:20:23
Atlanta 1996,20km walk men,4,Nicholas Mark A Hern,AUS,1:20:31
Atlanta 1996,20km walk men,5,Rishat Shafikov,RUS,1:20:41
Atlanta 1996,20km walk men,6,Aigars Fadejevs,LAT,1:20:47
Atlanta 1996,20km walk men,7,Mikhail Shchennikov,RUS,1:21:09
Atlanta 1996,20km walk men,8,Robert Korzeniowski,POL,1:21:13
Atlanta 1996,20km walk men,9,Yevgeniy Misyulya,BLR,1:21:16
Atlanta 1996,20km walk men,10,Thierry Toutain,FRA,1:21:56
Atlanta 1996,20km walk men,11,Daniel Plaza,ESP,1:22:05
Atlanta 1996,20km walk men,12,Mikhail Khmelnitskiy,BLR,1:22:17
Atlanta 1996,20km walk men,13,Sandor Urbanik,HUN,1:22:18
Atlanta 1996,20km walk men,14,Denis Langlois,FRA,1:23:08
Atlanta 1996,20km walk men,15,Nischan Daimer,GER,1:23:23
Atlanta 1996,20km walk men,16,Giovanni Perricelli,ITA,1:23:41
Atlanta 1996,20km walk men,17,Robert Ihly,GER,1:23:47
Atlanta 1996,20km walk men,18,Valeriy Borisov,KAZ,1:23:52
Atlanta 1996,20km walk men,19,Daniel Garcia,MEX,1:24:10
Atlanta 1996,20km walk men,20,Valentin Massana,ESP,1:24:14
Atlanta 1996,20km walk men,21,Guohui Yu,CHN,1:24:30
Atlanta 1996,20km walk men,22,Daisuke Ikeshima,JPN,1:24:54
Atlanta 1996,20km walk men,23,David Kimutai Rotich,KEN,1:25:01
Atlanta 1996,20km walk men,24,Andreas Erm,GER,1:25:08
Atlanta 1996,20km walk men,25,Jiri Malysa,CZE,1:25:13
Atlanta 1996,20km walk men,26,Sergio Galdino Vieira,BRA,1:25:14
Atlanta 1996,20km walk men,27,Giovanni De Benedictis,ITA,1:25:22
Atlanta 1996,20km walk men,28,Zewen Li,CHN,1:25:28
Atlanta 1996,20km walk men,29,Claus Jorgensen,DEN,1:25:28
Atlanta 1996,20km walk men,30,Jan Staf,SWE,1:25:30
Atlanta 1996,20km walk men,31,Jose Urbano 1,POR,1:25:32
Atlanta 1996,20km walk men,32,Scott Nelson,NZL,1:25:50
Atlanta 1996,20km walk men,33,Hatem Ghoula,TUN,1:25:52
Atlanta 1996,20km walk men,34,Michele Didoni,ITA,1:26:02
Atlanta 1996,20km walk men,35,Jean Olivier Brosseau,FRA,1:26:29
Atlanta 1996,20km walk men,36,Martin St Pierre,CAN,1:26:37
Atlanta 1996,20km walk men,37,Mohieddine Beni Daoud,TUN,1:27:15
Atlanta 1996,20km walk men,38,Robert Valicek,SVK,1:27:27
Atlanta 1996,20km walk men,39,Fernando Vazquez,ESP,1:27:35
Atlanta 1996,20km walk men,40,Justus Kavulanya,KEN,1:27:49
Atlanta 1996,20km walk men,41,Fedosei Ciumacenco,MDA,1:27:57
Atlanta 1996,20km walk men,42,Arturo Huerta,CAN,1:28:23
Atlanta 1996,20km walk men,43,Luis Fernando Garcia,GUA,1:28:28
Atlanta 1996,20km walk men,44,Valdas Kazlauskas,LTU,1:28:33
Atlanta 1996,20km walk men,45,Costica Balan,ROU,1:28:36
Atlanta 1996,20km walk men,46,Pavol Blazek 1,SVK,1:29:41
Atlanta 1996,20km walk men,47,Dion Russell,AUS,1:30:04
Atlanta 1996,20km walk men,48,Tomas Kratochvil,CZE,1:30:11
Atlanta 1996,20km walk men,49,Claudio Bertolino,BRA,1:31:04
Atlanta 1996,20km walk men,50,Curt Clausen,USA,1:31:30
Atlanta 1996,20km walk men,51,Jimmy Mcdonald,IRL,1:32:11
Atlanta 1996,20km walk men,52,Hubert Sonnek,CZE,1:32:42
Atlanta 1996,20km walk men,53,Myint Htay,MYA,1:42:28
Atlanta 1996,20km walk men,54,Hector Jose Moreno Moreno,COL,
Atlanta 1996,20km walk men,55,Moussa Aouanouk,ALG,
Atlanta 1996,20km walk men,56,Igor Kollar,SVK,
Atlanta 1996,20km walk men,57,Mingcai Li,CHN,
Atlanta 1996,20km walk men,58,Julio Rene Martinez,GUA,
Atlanta 1996,20km walk men,59,Roberto Oscal,GUA,
Atlanta 1996,20km walk men,60,Miguel Angel Rodriguez,MEX,
Atlanta 1996,20km walk men,61,Julius Sawe,KEN,
Atlanta 1996,3000m steeplechase men,1,Joseph Keter,KEN,8:07.12
Atlanta 1996,3000m steeplechase men,2,Moses Kiptanui,KEN,8:08.33
Atlanta 1996,3000m steeplechase men,3,Alessandro Lambruschini,ITA,8:11.28
Atlanta 1996,3000m steeplechase men,4,Matthew Birir,KEN,8:17.18
Atlanta 1996,3000m steeplechase men,5,Mark Croghan,USA,8:17.84
Atlanta 1996,3000m steeplechase men,6,Steffen Brand,GER,8:18.52
Atlanta 1996,3000m steeplechase men,7,Brahim Boulami,MAR,8:23.13
Atlanta 1996,3000m steeplechase men,8,Jim Svenoey,NOR,8:23.39
Atlanta 1996,3000m steeplechase men,9,Angelo Carosi,ITA,8:29.67
Atlanta 1996,3000m steeplechase men,10,Martin Strege,GER,8:30.31
Atlanta 1996,3000m steeplechase men,11,Hicham Bouaouiche,MAR,8:46.22
Atlanta 1996,3000m steeplechase men,12,Marc Davis,USA,9:51.96
Atlanta 1996,400m hurdles men,1,Derrick Adkins,USA,47.54
Atlanta 1996,400m hurdles men,2,Samuel Matete,ZAM,47.78
Atlanta 1996,400m hurdles men,3,Calvin Davis,USA,47.96
Atlanta 1996,400m hurdles men,4,Sven Nylander,SWE,47.98
Atlanta 1996,400m hurdles men,5,Rohan Robinson,AUS,48.30
Atlanta 1996,400m hurdles men,6,Fabrizio Mori,ITA,48.41
Atlanta 1996,400m hurdles men,7,Everson Teixeira,BRA,48.57
Atlanta 1996,400m hurdles men,8,Eronilde Nunes De Araujo,BRA,48.78
Atlanta 1996,400m men,1,Michael Johnson,USA,43.49
Atlanta 1996,400m men,2,Roger Black,GBR,44.41
Atlanta 1996,400m men,3,Davis Kamoga,UGA,44.53
Atlanta 1996,400m men,4,Alvin Harrison,USA,44.62
Atlanta 1996,400m men,5,Iwan Thomas,GBR,44.70
Atlanta 1996,400m men,6,Roxbert Martin,JAM,44.83
Atlanta 1996,400m men,7,Davian Clarke,JAM,44.99
Atlanta 1996,400m men,8,Ibrahim Ismail S Faraj,QAT,
Atlanta 1996,4x100m relay men,1,,CAN,37.69
Atlanta 1996,4x100m relay men,2,,USA,38.05
Atlanta 1996,4x100m relay men,3,,BRA,38.41
Atlanta 1996,4x100m relay men,4,,UKR,38.55
Atlanta 1996,4x100m relay men,5,,SWE,38.67
Atlanta 1996,4x100m relay men,6,,CUB,39.39
Atlanta 1996,4x100m relay men,7,,FRA,
Atlanta 1996,4x400m relay men,1,,USA,2:55.99
Atlanta 1996,4x400m relay men,2,,GBR,2:56.60
Atlanta 1996,4x400m relay men,3,,JAM,2:59.42
Atlanta 1996,4x400m relay men,4,,SEN,3:00.64
Atlanta 1996,4x400m relay men,5,,JPN,3:00.76
Atlanta 1996,4x400m relay men,6,,POL,3:00.96
Atlanta 1996,4x400m relay men,7,,BAH,3:02.71
Atlanta 1996,5000m men,1,Venuste Niyongabo,BDI,13:07.96
Atlanta 1996,5000m men,2,Paul Bitok,KEN,13:08.16
Atlanta 1996,5000m men,3,Khalid Boulami,MAR,13:08.37
Atlanta 1996,5000m men,4,Dieter Baumann,GER,13:08.81
Atlanta 1996,5000m men,5,Tom Nyariki,KEN,13:12.29
Atlanta 1996,5000m men,6,Kennedy,USA,13:12.35
Atlanta 1996,5000m men,7,Enrique Molina,ESP,13:12.91
Atlanta 1996,5000m men,8,Brahim Lahlafi,MAR,13:13.26
Atlanta 1996,5000m men,9,Shem Kororia,KEN,13:14.63
Atlanta 1996,5000m men,10,Fita Bayissa,ETH,13:18.30
Atlanta 1996,5000m men,11,Smail Sghir,MAR,13:22.89
Atlanta 1996,5000m men,12,Gennaro Di Napoli,ITA,13:28.36
Atlanta 1996,5000m men,13,Reda Benzine,ALG,13:42.34
Atlanta 1996,5000m men,14,Stephane Franke,GER,13:44.64
Atlanta 1996,5000m men,15,Aissa Belaout,ALG,14:06.52
Atlanta 1996,50km walk men,1,Robert Korzeniowski,POL,3:43:30
Atlanta 1996,50km walk men,2,Mikhail Shchennikov,RUS,3:43:46
Atlanta 1996,50km walk men,3,Valentin Massana,ESP,3:44:19
Atlanta 1996,50km walk men,4,Arturo Di Mezza,ITA,3:44:52
Atlanta 1996,50km walk men,5,Viktor Ginko,BLR,3:45:27
Atlanta 1996,50km walk men,6,Ignacio Zamudio,MEX,3:46:07
Atlanta 1996,50km walk men,7,Valentin Kononen,FIN,3:47:40
Atlanta 1996,50km walk men,8,Sergey Korepanov,KAZ,3:48:42
Atlanta 1996,50km walk men,9,Daniel Garcia,MEX,3:50:05
Atlanta 1996,50km walk men,10,Tim Berrett,CAN,3:51:28
Atlanta 1996,50km walk men,11,Aleksandar Rakovic,YUG,3:51:31
Atlanta 1996,50km walk men,12,Axel Noack,GER,3:51:55
Atlanta 1996,50km walk men,13,Giovanni Perricelli,ITA,3:52:31
Atlanta 1996,50km walk men,14,Huiqiang Zhang,CHN,3:53:10
Atlanta 1996,50km walk men,15,Thomas Wallstab,GER,3:54:48
Atlanta 1996,50km walk men,16,Hector Jose Moreno Moreno,COL,3:54:57
Atlanta 1996,50km walk men,17,Julio Urias,GUA,3:56:27
Atlanta 1996,50km walk men,18,German Sanchez,MEX,3:57:47
Atlanta 1996,50km walk men,19,Rene Piller,FRA,3:58:00
Atlanta 1996,50km walk men,20,Roman Mrazek,SVK,3:58:20
Atlanta 1996,50km walk men,21,Stefan Malik,SVK,3:58:40
Atlanta 1996,50km walk men,22,Jaime Barroso,ESP,4:01:09
Atlanta 1996,50km walk men,23,Modris Liepins,LAT,4:01:12
Atlanta 1996,50km walk men,24,Allen Morford James,USA,4:01:18
Atlanta 1996,50km walk men,25,Nikolay Matyukhin,RUS,4:01:49
Atlanta 1996,50km walk men,26,Andrzej Chylinski,USA,4:03:13
Atlanta 1996,50km walk men,27,Milos Holusa,CZE,4:03:16
Atlanta 1996,50km walk men,28,Martial Fesselier,FRA,4:04:42
Atlanta 1996,50km walk men,29,Tadahiro Kosaka,JPN,4:05:57
Atlanta 1996,50km walk men,30,Antero Lindman,FIN,4:07:58
Atlanta 1996,50km walk men,31,Pascal Charriere,SUI,4:10:20
Atlanta 1996,50km walk men,32,Peter Tichy,SVK,4:10:55
Atlanta 1996,50km walk men,33,Craig Barrett,NZL,4:15:15
Atlanta 1996,50km walk men,34,Chris Maddocks,GBR,4:18:41
Atlanta 1996,50km walk men,35,Daugvinas Zujus,LTU,4:23:35
Atlanta 1996,50km walk men,36,Jose Magalhaes,POR,4:27:37
Atlanta 1996,50km walk men,37,Duane Cousins,AUS,4:02:16
Atlanta 1996,50km walk men,38,Giovanni De Benedictis,ITA,
Atlanta 1996,50km walk men,39,Jesus Angel Garcia Bragado,ESP,
Atlanta 1996,50km walk men,40,Jani Lehtinen,FIN,
Atlanta 1996,50km walk men,41,Yevgeniy Misyulya,BLR,
Atlanta 1996,50km walk men,42,Andrey Plotnikov,RUS,
Atlanta 1996,50km walk men,43,Vitali Popovych,UKR,
Atlanta 1996,50km walk men,44,Hubert Sonnek,CZE,
Atlanta 1996,50km walk men,45,Ronald Weigel,GER,
Atlanta 1996,50km walk men,46,Fedosei Ciumacenco,MDA,
Atlanta 1996,50km walk men,47,Simon Baker,AUS,
Atlanta 1996,50km walk men,48,Hugo Lopez,GUA,
Atlanta 1996,50km walk men,49,Xinyuan Mao,CHN,
Atlanta 1996,50km walk men,50,Herman Nelson,USA,
Atlanta 1996,50km walk men,51,Thierry Toutain,FRA,
Atlanta 1996,50km walk men,52,Yongsheng Zhao,CHN,
Atlanta 1996,800m men,1,Vebjorn Rodal,NOR,1:42.58
Atlanta 1996,800m men,2,Hezekiel Sepeng,RSA,1:42.74
Atlanta 1996,800m men,3,Fred Onyancha,KEN,1:42.79
Atlanta 1996,800m men,4,Norberto Tellez,CUB,1:42.85
Atlanta 1996,800m men,5,Nico Motchebon,GER,1:43.91
Atlanta 1996,800m men,6,David Kiptoo,KEN,1:44.19
Atlanta 1996,800m men,7,Johnny Gray,USA,1:44.21
Atlanta 1996,800m men,8,Benyounes Lahlou,MAR,1:45.52
Atlanta 1996,decathlon men,1,Dan O Brien,USA,08824
Atlanta 1996,decathlon men,2,Frank Busemann,GER,08706
Atlanta 1996,decathlon men,3,Toma Dvorak,CZE,08664
Atlanta 1996,decathlon men,4,Steve Fritz,USA,08644
Atlanta 1996,decathlon men,5,Eduard Hamalainen,BLR,08613
Atlanta 1996,decathlon men,6,Erki Nool,EST,08543
Atlanta 1996,decathlon men,7,Robert Zmelik,CZE,08422
Atlanta 1996,decathlon men,8,Ramil Ganiyev,UZB,08318
Atlanta 1996,decathlon men,9,Antonio Penalver Asensio,ESP,08307
Atlanta 1996,decathlon men,10,Chris Huffins,USA,08300
Atlanta 1996,decathlon men,11,Christian Plaziat,FRA,08282
Atlanta 1996,decathlon men,12,Jon Arnar Magnusson,ISL,08274
Atlanta 1996,decathlon men,13,Mike Smith,CAN,08271
Atlanta 1996,decathlon men,14,Frank Muller,GER,08253
Atlanta 1996,decathlon men,15,Sebastian Chmara,POL,08249
Atlanta 1996,decathlon men,16,Kamil Damasek,CZE,08229
Atlanta 1996,decathlon men,17,Sebastien Levicq,FRA,08192
Atlanta 1996,decathlon men,18,Marcel Dost,NED,08111
Atlanta 1996,decathlon men,19,Francisco Javier Benet,ESP,08107
Atlanta 1996,decathlon men,20,Dirk Achim Pajonk,GER,08045
Atlanta 1996,decathlon men,21,Jack Rosendaal,NED,08035
Atlanta 1996,decathlon men,22,Vitaliy Kolpakov,UKR,08025
Atlanta 1996,decathlon men,23,Rojs Piziks,LAT,07994
Atlanta 1996,decathlon men,24,Doug Pirini,NZL,07961
Atlanta 1996,decathlon men,25,Eugenio Balanque,CUB,07873
Atlanta 1996,decathlon men,26,Raul Duany,CUB,07802
Atlanta 1996,decathlon men,27,Zsolt Kurtosi 1,HUN,07755
Atlanta 1996,decathlon men,28,Philipp Huber,SUI,07743
Atlanta 1996,decathlon men,29,Alper Kasapoglu,TUR,07575
Atlanta 1996,decathlon men,30,Beniamino Poserina,ITA,07013
Atlanta 1996,decathlon men,31,Nikolay Afanasyev,RUS,06711
Atlanta 1996,decathlon men,32,Scott Ferrier,AUS,02168
Atlanta 1996,decathlon men,33,Victor Houston,BAR,03220
Atlanta 1996,decathlon men,34,Indrek Kaseorg,EST,05613
Atlanta 1996,decathlon men,35,Alex Kruger,GBR,01487
Atlanta 1996,decathlon men,36,Lev Lobodyn,UKR,04238
Atlanta 1996,decathlon men,37,Andrey Nazarov,EST,00852
Atlanta 1996,decathlon men,38,Dezso Szabo,HUN,00874
Atlanta 1996,decathlon men,39,Oleg Veretelnikov,UZB,03954
Atlanta 1996,decathlon men,40,Peter Winter,AUS,01587
Atlanta 1996,discus throw men,1,Lars Riedel,GER,69.40
Atlanta 1996,discus throw men,2,Vladimir Dubrovshchik,BLR,66.60
Atlanta 1996,discus throw men,3,Vasiliy Kaptyukh,BLR,65.80
Atlanta 1996,discus throw men,4,Tony Washington,USA,65.42
Atlanta 1996,discus throw men,5,Virgilijus Alekna,LTU,65.30
Atlanta 1996,discus throw men,6,Jurgen Schult,GER,64.62
Atlanta 1996,discus throw men,7,Vitaliy Sidorov,UKR,63.78
Atlanta 1996,discus throw men,8,Vaclavas Kidykas,LTU,62.78
Atlanta 1996,discus throw men,9,Alexis Elizalde,CUB,62.70
Atlanta 1996,discus throw men,10,Attila Horvath,HUN,62.28
Atlanta 1996,discus throw men,11,Sergey Lyakhov,RUS,60.62
Atlanta 1996,discus throw men,12,Adam Setliff,USA,56.30
Atlanta 1996,hammer throw men,1,Balazs Kiss 1,HUN,81.24
Atlanta 1996,hammer throw men,2,Lance Earl Deal,USA,81.12
Atlanta 1996,hammer throw men,3,Oleksiy Krykun,UKR,80.02
Atlanta 1996,high jump men,1,Charles Austin,USA,2.39
Atlanta 1996,high jump men,2,Artur Partyka,POL,2.37
Atlanta 1996,high jump men,3,Steve Smith,GBR,2.35
Atlanta 1996,high jump men,4,Dragutin Topic,YUG,2.32
Atlanta 1996,high jump men,5,Steinar Hoen,NOR,2.32
Atlanta 1996,high jump men,6,Lambros Papakostas,GRE,2.32
Atlanta 1996,high jump men,7,Tim Forsyth,AUS,2.32
Atlanta 1996,high jump men,8,Jin Taek Lee,KOR,2.29
Atlanta 1996,high jump men,9,Wolfgang Kreissig,GER,2.29
Atlanta 1996,high jump men,10,Przemyslaw Radkiewicz,POL,2.29
Atlanta 1996,high jump men,11,Jaroslaw Kotewicz,POL,2.25
Atlanta 1996,high jump men,12,Javier Sotomayor,CUB,2.25
Atlanta 1996,high jump men,13,Troy Kemp,BAH,2.25
Atlanta 1996,high jump men,14,Tomas Janku,CZE,2.25
Atlanta 1996,javelin throw men,1,Jan Zelezny,CZE,88.16
Atlanta 1996,javelin throw men,2,Steve Backley,GBR,87.44
Atlanta 1996,javelin throw men,3,Seppo Raty,FIN,86.98
Atlanta 1996,javelin throw men,4,Raymond Hecht,GER,86.88
Atlanta 1996,javelin throw men,5,Boris Henry,GER,85.68
Atlanta 1996,javelin throw men,6,Sergey Makarov,RUS,85.30
Atlanta 1996,javelin throw men,7,Kimmo Kinnunen,FIN,84.02
Atlanta 1996,javelin throw men,8,Tom Pukstys,USA,83.58
Atlanta 1996,javelin throw men,9,Peter Blank,GER,81.82
Atlanta 1996,javelin throw men,10,Kostas Gatsioudis,GRE,81.46
Atlanta 1996,javelin throw men,11,Lianbiao Zhang,CHN,80.96
Atlanta 1996,javelin throw men,12,Mick Hill,GBR,78.58
Atlanta 1996,long jump men,1,Carl Lewis,USA,8.50
Atlanta 1996,long jump men,2,James Beckford,JAM,8.29
Atlanta 1996,long jump men,3,Joe Greene,USA,8.24
Atlanta 1996,long jump men,4,Emmanuel Bangue,FRA,8.19
Atlanta 1996,long jump men,5,Mike Powell,USA,8.17
Atlanta 1996,long jump men,6,Gregor Cankar,SLO,8.11
Atlanta 1996,long jump men,7,Aleksandr Glovatskiy,BLR,8.07
Atlanta 1996,long jump men,8,Mattias Sunneborn,SWE,8.06
Atlanta 1996,long jump men,9,Geng Huang,CHN,7.99
Atlanta 1996,long jump men,10,Yuriy Naumkin,RUS,7.96
Atlanta 1996,long jump men,11,Andrey Ignatov,RUS,7.83
Atlanta 1996,long jump men,12,Ivan Pedroso,CUB,7.75
Atlanta 1996,long jump men,13,Erik Nijs,BEL,7.72
Atlanta 1996,marathon men,1,Josia Thugwane,RSA,2:12:36
Atlanta 1996,marathon men,2,Bong Ju Lee,KOR,2:12:39
Atlanta 1996,marathon men,3,Erick Wainaina,KEN,2:12:44
Atlanta 1996,marathon men,4,Martin Fiz,ESP,2:13:20
Atlanta 1996,marathon men,5,Richard Nerurkar,GBR,2:13:39
Atlanta 1996,marathon men,6,German Silva,MEX,2:14:29
Atlanta 1996,marathon men,7,Steve Moneghetti,AUS,2:14:35
Atlanta 1996,marathon men,8,Benjamin Paredes,MEX,2:14:55
Atlanta 1996,marathon men,9,Danilo Goffi,ITA,2:15:08
Atlanta 1996,marathon men,10,Luiz Dos Santos,BRA,2:15:55
Atlanta 1996,marathon men,11,Carlos Grisales,COL,2:15:56
Atlanta 1996,marathon men,12,Yi Yong Kim,KOR,2:16:17
Atlanta 1996,marathon men,13,Tendai Chimusasa,ZIM,2:16:31
Atlanta 1996,marathon men,14,Antonio Pinto,POR,2:16:41
Atlanta 1996,marathon men,15,Dionisio Ceron,MEX,2:16:48
Atlanta 1996,marathon men,16,Mwenze Kalombo,ZAI,2:17:01
Atlanta 1996,marathon men,17,Leszek Beblo,POL,2:17:04
Atlanta 1996,marathon men,18,Alberto Juzdado,ESP,2:17:24
Atlanta 1996,marathon men,19,Hiromi Taniguchi,JPN,2:17:26
Atlanta 1996,marathon men,20,Salvatore Bettiol,ITA,2:17:27
Atlanta 1996,marathon men,21,Peter Fonseca,CAN,2:17:28
Atlanta 1996,marathon men,22,Rolando Vera,ECU,2:17:40
Atlanta 1996,marathon men,23,Rod De Highden,AUS,2:17:42
Atlanta 1996,marathon men,24,Jose Luis Molina,CRC,2:17:49
Atlanta 1996,marathon men,25,Domingos Castro,POR,2:18:03
Atlanta 1996,marathon men,26,Tahar Mansouri,TUN,2:18:06
Atlanta 1996,marathon men,27,Lawrence Peu,RSA,2:18:09
Atlanta 1996,marathon men,28,Keith Brantly,USA,2:18:17
Atlanta 1996,marathon men,29,Thabiso Ralekhetla,LES,2:18:26
Atlanta 1996,marathon men,30,Khristo Stefanov,BUL,2:18:29
Atlanta 1996,marathon men,31,Robert Kempainen,USA,2:18:38
Atlanta 1996,marathon men,32,Harri Johannes Hanninen,FIN,2:18:41
Atlanta 1996,marathon men,33,Gert Thys,RSA,2:18:55
Atlanta 1996,marathon men,34,Sean Quilty,AUS,2:19:35
Atlanta 1996,marathon men,35,Carey Nelson,CAN,2:19:39
Atlanta 1996,marathon men,36,Spyridon Andriopoulos,GRE,2:19:41
Atlanta 1996,marathon men,37,Oleg Strizhakov,RUS,2:19:51
Atlanta 1996,marathon men,38,Jung Ok Kim,PRK,2:19:54
Atlanta 1996,marathon men,39,Bruce Deacon,CAN,2:19:56
Atlanta 1996,marathon men,40,Jong Ok Kim,PRK,2:20:19
Atlanta 1996,marathon men,41,Mark Coogan,USA,2:20:27
Atlanta 1996,marathon men,42,Hussein Ahmed Salah,DJI,2:20:33
Atlanta 1996,marathon men,43,Petro Sarafynyuk,UKR,2:20:37
Atlanta 1996,marathon men,44,Abdelkader El Mouaziz,MAR,2:20:39
Atlanta 1996,marathon men,45,Bert Van Vlaanderen,NED,2:20:48
Atlanta 1996,marathon men,46,Manuel Matias,POR,2:20:58
Atlanta 1996,marathon men,47,Vanderlei De Lima,BRA,2:21:01
Atlanta 1996,marathon men,48,Konrad Dobler,GER,2:21:12
Atlanta 1996,marathon men,49,Borislav Devic,YUG,2:21:22
Atlanta 1996,marathon men,50,Davide Milesi,ITA,2:21:45
Atlanta 1996,marathon men,51,Aleksandr Prokopchuk,LAT,2:21:50
Atlanta 1996,marathon men,52,Lameck Aguta,KEN,2:22:04
Atlanta 1996,marathon men,53,Diego Garcia,ESP,2:22:11
Atlanta 1996,marathon men,54,Masaki Oya,JPN,2:22:13
Atlanta 1996,marathon men,55,Peter Kenneth Whitehead,GBR,2:22:37
Atlanta 1996,marathon men,56,Ezequiel Bitok,KEN,2:23:03
Atlanta 1996,marathon men,57,Gi Sheng Hsu,TPE,2:23:04
Atlanta 1996,marathon men,58,Pavel Loskutov,EST,2:23:14
Atlanta 1996,marathon men,59,Ruben Maza,VEN,2:23:24
Atlanta 1996,marathon men,60,Steve Brace,GBR,2:23:28
Atlanta 1996,marathon men,61,Grzegorz Gajdus,POL,2:23:41
Atlanta 1996,marathon men,62,Isaac Simelane,SWZ,2:23:43
Atlanta 1996,marathon men,63,Nazirdin Akylbekov,KGZ,2:23:59
Atlanta 1996,marathon men,64,Anders Szalkai,SWE,2:24:27
Atlanta 1996,marathon men,65,John Mwathiwa,MAW,2:24:45
Atlanta 1996,marathon men,66,Leonid Shvetsov,RUS,2:24:49
Atlanta 1996,marathon men,67,Eddy Hellebuyck,BEL,2:25:04
Atlanta 1996,marathon men,68,Ahmed Salih,SUD,2:25:12
Atlanta 1996,marathon men,69,Ikaji Salmon,TAN,2:25:29
Atlanta 1996,marathon men,70,Pavelas Fedorenko,LTU,2:25:41
Atlanta 1996,marathon men,71,Miguel Mallqui,PER,2:25:56
Atlanta 1996,marathon men,72,Ethel Hudson,INA,2:26:02
Atlanta 1996,marathon men,73,Diamantino Dos Santos,BRA,2:26:53
Atlanta 1996,marathon men,74,Tika Bogati,NEP,2:27:04
Atlanta 1996,marathon men,75,Ronnie Holassie,TTO,2:27:20
Atlanta 1996,marathon men,76,Joseph Tjitunga,NAM,2:27:52
Atlanta 1996,marathon men,77,Valeriu Vlas,MDA,2:28:36
Atlanta 1996,marathon men,78,Daniel Sibandze,SWZ,2:28:49
Atlanta 1996,marathon men,79,Waldemar Cotelo,URU,2:28:50
Atlanta 1996,marathon men,80,Petko Stefanov,BUL,2:29:06
Atlanta 1996,marathon men,81,Abebe Mekonnen,ETH,2:29:45
Atlanta 1996,marathon men,82,Luis Martinez 2,GUA,2:29:55
Atlanta 1996,marathon men,83,Sean Wade,NZL,2:30:35
Atlanta 1996,marathon men,84,Abderrahim Benredouane,MAR,2:30:49
Atlanta 1996,marathon men,85,Abdou Manzo,NIG,2:30:57
Atlanta 1996,marathon men,86,Marcelo Barrientos,CHI,2:31:05
Atlanta 1996,marathon men,87,Antoni Bernado,AND,2:31:28
Atlanta 1996,marathon men,88,Adel Adili,LBA,2:32:12
Atlanta 1996,marathon men,89,Carlos Tarazona,VEN,2:32:35
Atlanta 1996,marathon men,90,Tharcisse Gashaka,BDI,2:32:55
